"","N_1","N_2","N_3","Y_1","Y_2","Y_3"
"Gene_5914",0,1,1,1,0,2
"Gene_5915",160,193,180,50,257,172
"Gene_5916",4,3,3,2,3,2
"Gene_5917",10,12,81,20,25,13
"Gene_5918",1,6,9,5,3,4
"Gene_5919",4,1,5,0,2,0
"Gene_5920",6,4,16,3,6,9
"Gene_5921",0,0,1,0,0,0
"Gene_5922",0,2,1,4,0,0
"Gene_5923",39,49,31,17,42,40
"Gene_5924",0,1,0,0,0,0
"Gene_5925",0,1,3,0,0,1
"Gene_5926",0,1,0,0,1,0
"Gene_5927",3,3,2,0,2,2
"Gene_5928",5,6,4,9,2,4
"Gene_5929",30,22,17,11,30,23
"Gene_5930",1,1,4,0,1,0
"Gene_5931",2,1,3,0,1,2
"Gene_5932",1,0,0,0,0,1
"Gene_5933",16,8,5,13,11,11
"Gene_5934",2,2,3,2,1,1
"Gene_5935",2,1,3,4,2,0
"Gene_5936",11,5,9,2,8,2
"Gene_5937",0,1,4,2,0,2
"Gene_5938",0,25,11,19,4,5
"Gene_5939",8,3,4,5,6,8
"Gene_5940",24,40,23,17,38,45
"Gene_5941",0,8,13,112,0,3
"Gene_5942",3,3,1,1,1,0
"Gene_5943",0,1,0,1,2,3
"Gene_5944",0,1,0,0,0,0
"Gene_5945",12,8,11,21,21,13
"Gene_5946",3,4,3,0,5,5
"Gene_5947",6,7,2,11,12,10
"Gene_5948",5,4,3,3,0,2
"Gene_5949",5,7,2,4,7,3
"Gene_5950",2,0,0,0,0,0
"Gene_5951",4,1,2,3,4,1
"Gene_5952",1,19,18,14,4,2
"Gene_5953",0,1,0,0,1,0
"Gene_5954",0,0,3,0,0,1
"Gene_5955",1,0,2,0,0,2
"Gene_5956",735,600,539,341,493,553
"Gene_5957",0,1,0,0,1,0
"Gene_5958",1,1,3,2,0,0
"Gene_5959",0,0,1,0,0,0
"Gene_5960",137,214,349,86,221,116
"Gene_5961",4,1,2,2,1,2
"Gene_5962",3,24,3,2,20,25
"Gene_5963",1,2,1,0,2,1
"Gene_5964",0,0,1,0,4,0
"Gene_5965",0,6,4,3,2,1
"Gene_5966",1,1,1,0,1,1
"Gene_5967",1,2,1,0,1,3
"Gene_5968",44,46,132,61,97,69
"Gene_5969",1,1,2,0,0,0
"Gene_5970",0,1,2,1,4,1
"Gene_5971",0,1,3,4,2,0
"Gene_5972",49,48,42,20,59,49
"Gene_5973",3,2,0,1,3,3
"Gene_5974",6,3,1,3,3,3
"Gene_5975",265,147,231,73,125,159
"Gene_5976",0,0,2,0,0,0
"Gene_5977",5,12,16,7,14,10
"Gene_5978",2,1,2,0,0,0
"Gene_5979",25,12,18,28,12,19
"Gene_5980",25,33,33,24,66,42
"Gene_5981",3,1,3,3,4,5
"Gene_5982",3972,4017,2272,4878,5445,5366
"Gene_5983",7,8,28,14,3,9
"Gene_5984",1,0,0,0,2,1
"Gene_5985",9,11,34,15,9,17
"Gene_5986",0,1,5,0,2,1
"Gene_5987",0,0,1,0,1,0
"Gene_5988",0,4,14,2,0,0
"Gene_5989",0,1,0,0,0,0
"Gene_5990",9,17,8,16,15,14
"Gene_5991",369,130,205,52,233,204
"Gene_5992",5,6,8,5,16,18
"Gene_5993",3,0,2,1,1,1
"Gene_5994",0,0,0,0,1,0
"Gene_5995",104,111,96,123,156,147
"Gene_5996",64,57,61,16,118,96
"Gene_5997",224,176,195,60,250,234
"Gene_5998",7,13,16,7,4,12
"Gene_5999",7,16,19,3,9,10
"Gene_6000",3,6,1,4,5,2
"Gene_6001",258,217,50,188,190,168
"Gene_6002",3,8,40,13,8,24
"Gene_6003",112,102,88,59,168,114
"Gene_6004",4,8,10,5,2,9
"Gene_6005",47,46,11,30,48,29
"Gene_6006",41,35,61,32,47,72
"Gene_6007",23,19,15,15,22,25
"Gene_6008",322,320,348,379,305,360
"Gene_6009",0,1,8,0,3,0
"Gene_6010",2,1,12,6,3,4
"Gene_6011",0,0,1,0,0,0
"Gene_6012",369,746,967,706,396,892
"Gene_6013",0,0,0,0,1,0
"Gene_6014",7,7,4,6,13,9
"Gene_6015",5,8,3,2,8,4
"Gene_6016",1,0,2,0,2,0
"Gene_6017",19,31,11,22,33,11
"Gene_6018",2,2,4,2,2,1
"Gene_6019",28,10,14,5,31,19
"Gene_6020",1123,1514,727,802,1807,1018
"Gene_6021",17,9,9,14,17,7
"Gene_6022",5,0,7,0,4,4
"Gene_6023",2,2,4,6,5,5
"Gene_6024",222,513,288,202,176,92
"Gene_6025",0,0,0,0,0,1
"Gene_6026",19,13,10,13,17,12
"Gene_6027",0,0,0,0,1,0
"Gene_6028",7,0,3,2,0,0
"Gene_6029",1,0,0,0,0,0
"Gene_6030",0,0,0,1,0,0
"Gene_6031",197,181,152,162,206,359
"Gene_6032",3,13,28,13,7,14
"Gene_6033",0,0,1,0,0,2
"Gene_6034",19,52,20,70,58,40
"Gene_6035",137,97,107,35,157,158
"Gene_6036",9,18,5,6,16,15
"Gene_6037",27,61,35,52,31,24
"Gene_6038",11,10,23,9,24,23
"Gene_6039",0,1,1,0,0,0
"Gene_6040",71,101,61,74,53,63
"Gene_6041",0,0,1,0,1,0
"Gene_6042",58,62,84,34,89,74
"Gene_6043",2,3,7,5,1,4
"Gene_6044",165,341,221,518,446,415
"Gene_6045",0,1,1,0,0,0
"Gene_6046",0,0,0,0,1,1
"Gene_6047",178,90,123,50,163,124
"Gene_6048",4,6,1,2,2,1
"Gene_6049",0,4,1,2,2,3
"Gene_6050",0,0,0,0,1,1
"Gene_6051",177,144,77,132,196,117
"Gene_6052",10,11,18,20,28,13
"Gene_6053",37,29,30,38,41,33
"Gene_6054",62,50,44,81,121,66
"Gene_6055",8,11,23,12,15,19
"Gene_6056",0,1,0,0,1,0
"Gene_6057",47,54,16,46,54,23
"Gene_6058",36,30,26,33,49,47
"Gene_6059",118,94,43,106,130,101
"Gene_6060",161,240,97,203,197,226
"Gene_6061",207,206,212,242,286,328
"Gene_6062",90,74,82,68,89,76
"Gene_6063",17,49,9,15,117,69
"Gene_6064",0,1,3,3,5,1
"Gene_6065",223,198,179,180,258,266
"Gene_6066",11,4,22,5,9,9
"Gene_6067",17,7,11,7,13,11
"Gene_6068",65,47,51,40,91,71
"Gene_6069",103,58,32,29,57,46
"Gene_6070",27,20,7,23,28,28
"Gene_6071",96,84,101,81,103,144
"Gene_6072",413,353,235,152,495,344
"Gene_6073",10,8,7,3,9,13
"Gene_6074",35,38,94,54,57,62
"Gene_6075",153,106,100,84,157,150
"Gene_6076",143,211,175,178,194,137
"Gene_6077",34,27,16,20,44,37
"Gene_6078",3,4,1,7,3,6
"Gene_6079",3,0,1,0,1,1
"Gene_6080",26,17,24,12,21,20
"Gene_6081",2,1,0,0,2,4
"Gene_6082",6,3,15,9,9,7
"Gene_6083",1,0,0,0,0,0
"Gene_6084",55,53,97,53,69,74
"Gene_6085",61,60,53,34,51,79
"Gene_6086",8,9,4,1,8,5
"Gene_6087",5,2,9,5,2,7
"Gene_6088",8,4,12,1,2,4
"Gene_6089",7,6,5,18,8,9
"Gene_6090",12,14,14,14,14,24
"Gene_6091",5,5,5,5,3,0
"Gene_6092",963,935,718,520,1061,867
"Gene_6093",27,37,37,31,28,17
"Gene_6094",123,157,94,194,216,215
"Gene_6095",3,0,0,2,0,0
"Gene_6096",3,4,3,7,7,4
"Gene_6097",0,2,1,0,0,1
"Gene_6098",33,29,34,20,36,21
"Gene_6099",34,14,23,30,23,27
"Gene_6100",43,35,49,26,68,66
"Gene_6101",10,7,3,1,20,12
"Gene_6102",270,426,966,647,358,505
"Gene_6103",71,70,93,43,73,86
"Gene_6104",0,0,0,0,2,0
"Gene_6105",98,83,103,68,139,101
"Gene_6106",102,114,152,106,143,204
"Gene_6107",372,243,280,300,503,259
"Gene_6108",0,3,1,0,3,1
"Gene_6109",325,486,284,378,627,404
"Gene_6110",11,15,13,11,28,32
"Gene_6111",86,65,65,58,152,109
"Gene_6112",7,12,8,16,6,6
"Gene_6113",2,0,1,3,3,2
"Gene_6114",0,1,3,0,1,2
"Gene_6115",30,24,29,35,31,55
"Gene_6116",1,2,4,1,5,7
"Gene_6117",517,341,491,583,454,372
"Gene_6118",10,8,4,15,11,3
"Gene_6119",8,17,5,2,19,46
"Gene_6120",72,47,40,37,80,78
"Gene_6121",0,0,1,0,1,0
"Gene_6122",1,0,1,0,0,0
"Gene_6123",23,11,12,10,37,20
"Gene_6124",37,46,53,57,44,61
"Gene_6125",0,1,2,0,1,1
"Gene_6126",0,0,0,1,0,0
"Gene_6127",38,22,11,22,24,22
"Gene_6128",22,11,18,12,17,25
"Gene_6129",4,5,6,10,13,14
"Gene_6130",246,118,189,89,388,241
"Gene_6131",91,96,59,94,116,122
"Gene_6132",75,74,58,51,90,100
"Gene_6133",161,175,204,116,253,240
"Gene_6134",2,1,6,4,6,5
"Gene_6135",23,28,11,17,16,16
"Gene_6136",14,23,35,12,18,14
"Gene_6137",120,113,73,77,93,68
"Gene_6138",0,0,1,1,1,1
"Gene_6139",113,107,84,77,173,84
"Gene_6140",12,12,24,14,23,17
"Gene_6141",115,338,179,88,143,109
"Gene_6142",1,2,1,2,4,0
"Gene_6143",5,0,3,3,9,3
"Gene_6144",858,404,378,503,669,1088
"Gene_6145",5,8,6,4,13,9
"Gene_6146",0,0,1,0,0,0
"Gene_6147",0,2,7,2,10,7
"Gene_6148",18,12,7,5,10,17
"Gene_6149",3,5,10,1,16,4
"Gene_6150",0,0,1,0,0,3
"Gene_6151",167,530,714,380,177,349
"Gene_6152",137,152,66,73,197,82
"Gene_6153",37,37,41,46,53,39
"Gene_6154",61,61,142,89,56,85
"Gene_6155",14,11,8,8,21,19
"Gene_6156",8,8,28,17,19,16
"Gene_6157",40,39,38,52,66,50
"Gene_6158",218,291,331,400,325,438
"Gene_6159",526,595,288,593,728,598
"Gene_6160",218,130,182,135,210,322
"Gene_6161",29,37,14,29,46,62
"Gene_6162",44,37,55,31,52,56
"Gene_6163",28,14,13,10,19,39
"Gene_6164",47,38,89,45,41,39
"Gene_6165",0,0,3,0,1,0
"Gene_6166",1,0,0,0,0,2
"Gene_6167",14,9,12,5,5,6
"Gene_6168",0,1,0,0,0,0
"Gene_6169",1809,1234,804,802,3528,2720
"Gene_6170",617,508,1009,405,711,985
"Gene_6171",5,4,15,7,4,10
"Gene_6172",8,2,9,4,1,6
"Gene_6173",42,34,33,24,53,58
"Gene_6174",15,9,12,10,10,13
"Gene_6175",73,49,74,34,80,59
"Gene_6176",26,38,12,14,49,23
"Gene_6177",0,0,0,0,0,1
"Gene_6178",13,30,77,44,12,55
"Gene_6179",101,124,200,99,100,151
"Gene_6180",79,169,89,67,99,270
"Gene_6181",3,1,1,0,1,1
"Gene_6182",38,71,165,17,61,59
"Gene_6183",15,22,20,19,17,23
"Gene_6184",121,105,111,97,123,117
"Gene_6185",2,2,7,1,4,5
"Gene_6186",15,12,9,6,19,8
"Gene_6187",497,508,291,326,892,769
"Gene_6188",40,33,23,59,70,61
"Gene_6189",60,87,28,70,111,73
"Gene_6190",6,7,4,3,9,4
"Gene_6191",21,16,24,16,25,15
"Gene_6192",152,132,138,86,157,133
"Gene_6193",3,9,25,2,2,7
"Gene_6194",0,1,0,0,0,0
"Gene_6195",102,92,64,90,82,68
"Gene_6196",227,186,241,142,198,207
"Gene_6197",270,178,127,94,349,225
"Gene_6198",230,235,214,195,242,242
"Gene_6199",7,2,1,2,8,8
"Gene_6200",2,2,13,1,2,5
"Gene_6201",0,0,6,1,2,0
"Gene_6202",31,37,25,13,30,30
"Gene_6203",48,28,50,50,53,39
"Gene_6204",3,0,5,2,10,3
"Gene_6205",6,5,7,13,3,6
"Gene_6206",100,99,63,66,107,104
"Gene_6207",0,0,1,0,0,0
"Gene_6208",330,197,267,258,453,506
"Gene_6209",14,15,13,4,9,8
"Gene_6210",72,47,62,64,53,256
"Gene_6211",15,5,35,4,5,16
"Gene_6212",125,93,117,25,127,105
"Gene_6213",329,369,318,406,517,616
"Gene_6214",38,32,41,15,63,49
"Gene_6215",1,0,0,0,0,0
"Gene_6216",1,0,0,1,1,0
"Gene_6217",1,4,3,3,2,1
"Gene_6218",427,359,347,386,449,410
"Gene_6219",331,246,317,319,381,434
"Gene_6220",181,180,243,200,241,259
"Gene_6221",13,23,17,17,11,13
"Gene_6222",91,124,53,110,107,81
"Gene_6223",0,0,1,0,0,0
"Gene_6224",3,4,1,2,6,10
"Gene_6225",716,627,546,550,1186,914
"Gene_6226",12,8,3,4,5,12
"Gene_6227",12,9,6,11,14,12
"Gene_6228",3,0,1,0,3,0
"Gene_6229",0,1,0,0,0,0
"Gene_6230",43,46,28,28,44,51
"Gene_6231",255,330,207,324,331,352
"Gene_6232",360,286,156,100,387,187
"Gene_6233",3,4,4,0,5,5
"Gene_6234",169,126,229,138,194,210
"Gene_6235",16,17,51,7,23,21
"Gene_6236",1,2,1,2,11,7
"Gene_6237",297,280,132,165,334,149
"Gene_6238",1,0,0,0,0,0
"Gene_6239",8,4,4,0,3,10
"Gene_6240",19,11,27,6,13,9
"Gene_6241",228,93,62,97,123,261
"Gene_6242",88,125,96,110,73,124
"Gene_6243",46,39,58,24,77,31
"Gene_6244",197,143,144,177,198,216
"Gene_6245",9,7,16,10,12,7
"Gene_6246",0,2,2,4,1,3
"Gene_6247",5,7,5,6,13,8
"Gene_6248",15,14,12,12,15,22
"Gene_6249",72,90,62,77,96,64
"Gene_6250",11,5,1,2,7,8
"Gene_6251",47,67,52,40,50,58
"Gene_6252",1,1,0,0,1,0
"Gene_6253",86,80,73,77,109,76
"Gene_6254",8,15,4,6,9,13
"Gene_6255",189,119,576,88,325,238
"Gene_6256",149,387,86,105,255,215
"Gene_6257",11,9,35,5,9,9
"Gene_6258",10,27,36,40,42,72
"Gene_6259",11,5,26,22,5,5
"Gene_6260",2,0,9,3,0,1
"Gene_6261",11,3,9,7,8,10
"Gene_6262",6,8,3,4,1,3
"Gene_6263",0,0,1,0,1,0
"Gene_6264",22,13,15,9,22,36
"Gene_6265",262,215,176,110,324,299
"Gene_6266",14,23,22,14,9,16
"Gene_6267",208,220,175,121,205,149
"Gene_6268",11,4,7,5,14,3
"Gene_6269",0,1,2,0,0,0
"Gene_6270",103,115,102,98,97,77
"Gene_6271",27,18,39,19,51,29
"Gene_6272",0,1,0,2,2,2
"Gene_6273",6,34,43,15,16,9
"Gene_6274",202,180,215,156,280,328
"Gene_6275",1,1,2,1,2,1
"Gene_6276",848,923,1535,639,1204,853
"Gene_6277",18,19,13,14,19,17
"Gene_6278",0,0,1,0,0,0
"Gene_6279",53,37,35,22,96,55
"Gene_6280",0,0,2,0,1,0
"Gene_6281",0,0,1,1,0,0
"Gene_6282",118,104,92,70,137,159
"Gene_6283",3,6,6,5,13,10
"Gene_6284",141,140,120,131,178,127
"Gene_6285",48,76,56,46,76,91
"Gene_6286",33,10,25,10,27,17
"Gene_6287",2481,3014,3111,4857,2753,2549
"Gene_6288",248,253,179,236,363,340
"Gene_6289",37,56,27,52,52,41
"Gene_6290",4310,5269,6605,6907,3334,13286
"Gene_6291",23,15,7,13,28,22
"Gene_6292",39,38,59,72,50,62
"Gene_6293",3,1,9,1,6,5
"Gene_6294",127,93,136,125,191,193
"Gene_6295",277,267,290,232,338,283
"Gene_6296",0,0,0,0,1,0
"Gene_6297",16,17,18,19,23,24
"Gene_6298",9,9,5,10,4,22
"Gene_6299",421,405,352,388,450,411
"Gene_6300",4,0,0,0,15,5
"Gene_6301",82,74,55,42,90,76
"Gene_6302",1,1,3,2,1,2
"Gene_6303",106,120,96,113,120,140
"Gene_6304",2,3,3,0,1,1
"Gene_6305",5,3,8,1,3,1
"Gene_6306",675,725,686,471,1208,1038
"Gene_6307",180,228,116,113,209,260
"Gene_6308",139,164,96,49,140,148
"Gene_6309",76,61,48,40,85,83
"Gene_6310",7,10,5,4,2,6
"Gene_6311",3779,2659,2899,4007,5248,5537
"Gene_6312",0,0,1,0,0,0
"Gene_6313",29,35,41,35,33,46
"Gene_6314",267,452,168,286,453,400
"Gene_6315",514,471,384,474,573,458
"Gene_6316",5,2,1,1,1,0
"Gene_6317",94,47,87,45,77,75
"Gene_6318",154,156,188,176,172,154
"Gene_6319",0,0,2,0,1,1
"Gene_6320",376,407,302,282,526,478
"Gene_6321",29,35,33,64,49,16
"Gene_6322",48,36,22,29,57,29
"Gene_6323",65,58,44,41,62,57
"Gene_6324",211,356,117,123,441,202
"Gene_6325",266,235,186,178,329,309
"Gene_6326",784,862,805,994,1267,1394
"Gene_6327",164,154,158,161,203,160
"Gene_6328",14,19,12,10,16,18
"Gene_6329",1,0,3,3,1,16
"Gene_6330",72,128,108,100,57,98
"Gene_6331",168,161,165,111,245,218
"Gene_6332",17,22,15,13,21,15
"Gene_6333",60,67,41,42,64,47
"Gene_6334",1,1,7,2,2,5
"Gene_6335",2,1,4,0,10,0
"Gene_6336",11,10,16,15,16,3
"Gene_6337",1,0,1,0,0,0
"Gene_6338",174,218,45,148,145,129
"Gene_6339",0,2,5,12,4,5
"Gene_6340",44,42,15,24,39,20
"Gene_6341",59,49,47,25,62,44
"Gene_6342",1,0,2,1,0,0
"Gene_6343",100,105,144,158,153,164
"Gene_6344",0,0,5,0,0,0
"Gene_6345",16,9,18,10,14,8
"Gene_6346",74,50,32,44,69,74
"Gene_6347",0,3,0,0,3,3
"Gene_6348",272,271,279,268,283,237
"Gene_6349",34,23,34,36,24,33
"Gene_6350",114,112,116,123,147,80
"Gene_6351",0,0,1,0,5,1
"Gene_6352",4,6,5,1,11,4
"Gene_6353",1,0,1,1,0,0
"Gene_6354",25,6,10,12,49,11
"Gene_6355",1,3,3,1,2,1
"Gene_6356",19,19,21,2,23,16
"Gene_6357",0,0,0,0,1,1
"Gene_6358",7,0,1,7,0,1
"Gene_6359",25,17,21,14,38,38
"Gene_6360",93,83,77,139,146,171
"Gene_6361",19,15,11,14,19,7
"Gene_6362",11,10,5,1,7,2
"Gene_6363",79,139,64,42,151,91
"Gene_6364",0,1,2,0,0,0
"Gene_6365",0,0,2,1,2,0
"Gene_6366",50,55,81,31,29,40
"Gene_6367",0,0,2,1,1,1
"Gene_6368",20,25,16,41,28,29
"Gene_6369",14,7,20,0,5,12
"Gene_6370",67,43,50,55,63,72
"Gene_6371",31,53,103,124,65,140
"Gene_6372",249,274,215,290,279,201
"Gene_6373",42,39,34,30,33,37
"Gene_6374",4,6,17,6,10,12
"Gene_6375",1,2,2,4,3,1
"Gene_6376",5,1,2,0,3,2
"Gene_6377",145,127,105,117,193,145
"Gene_6378",0,0,0,1,0,0
"Gene_6379",13,15,12,4,16,16
"Gene_6380",7,18,15,6,9,13
"Gene_6381",44,25,48,53,54,42
"Gene_6382",162,153,103,211,168,144
"Gene_6383",23,17,16,22,35,22
"Gene_6384",29,30,41,29,38,42
"Gene_6385",63,51,55,28,65,56
"Gene_6386",1,0,0,0,1,0
"Gene_6387",47,38,52,34,47,65
"Gene_6388",112,118,127,144,158,138
"Gene_6389",5,9,11,6,7,14
"Gene_6390",11,9,12,9,7,13
"Gene_6391",87,88,89,94,124,173
"Gene_6392",177,145,64,168,193,141
"Gene_6393",1,0,0,0,1,1
"Gene_6394",1023,912,626,350,931,838
"Gene_6395",449,335,327,309,535,446
"Gene_6396",120,90,62,80,122,82
"Gene_6397",1,1,0,0,0,0
"Gene_6398",67,22,47,28,35,67
"Gene_6399",0,0,0,0,1,0
"Gene_6400",0,0,0,0,0,2
"Gene_6401",103,82,40,66,141,77
"Gene_6402",11,14,36,16,12,14
"Gene_6403",19,14,20,8,24,13
"Gene_6404",27,24,21,28,56,52
"Gene_6405",3,8,2,11,17,4
"Gene_6406",10,7,6,9,11,8
"Gene_6407",17,17,11,10,28,18
"Gene_6408",2,1,0,2,1,2
"Gene_6409",200,166,158,128,132,108
"Gene_6410",0,0,0,0,0,1
"Gene_6411",0,1,9,0,4,0
"Gene_6412",67,53,36,43,66,53
"Gene_6413",0,0,1,0,0,0
"Gene_6414",27,17,48,31,24,13
"Gene_6415",64,75,48,49,75,69
"Gene_6416",1332,1236,1568,1275,1956,1918
"Gene_6417",331,884,676,1249,448,758
"Gene_6418",3,1,0,2,0,0
"Gene_6419",8,2,4,2,1,6
"Gene_6420",4,4,2,3,1,8
"Gene_6421",132,93,238,108,115,110
"Gene_6422",3,2,5,24,4,4
"Gene_6423",33,34,41,42,64,63
"Gene_6424",1,1,0,0,4,3
"Gene_6425",2,0,0,0,0,1
"Gene_6426",89,94,89,112,98,90
"Gene_6427",12,6,15,8,12,15
"Gene_6428",22,12,65,41,19,89
"Gene_6429",63,75,80,51,136,103
"Gene_6430",662,629,493,892,957,807
"Gene_6431",1,0,1,4,0,3
"Gene_6432",2,6,15,10,7,14
"Gene_6433",23,50,42,17,13,34
"Gene_6434",0,1,1,4,0,0
"Gene_6435",45,47,61,31,62,61
"Gene_6436",51,47,88,66,67,92
"Gene_6437",1296,1528,801,786,2091,861
"Gene_6438",2,8,5,19,6,14
"Gene_6439",3,11,8,5,16,11
"Gene_6440",246,200,229,247,278,212
"Gene_6441",15,19,29,13,11,14
"Gene_6442",1,0,3,0,0,1
"Gene_6443",3,3,6,4,3,4
"Gene_6444",32,24,26,40,32,42
"Gene_6445",1,0,0,0,1,2
"Gene_6446",179,160,173,138,153,129
"Gene_6447",14,24,40,12,26,23
"Gene_6448",29,34,84,41,47,56
"Gene_6449",2,3,3,1,2,3
"Gene_6450",107,98,97,99,167,136
"Gene_6451",9,2,3,5,6,1
"Gene_6452",59,59,93,89,96,139
"Gene_6453",5350,5093,5850,6134,8882,8337
"Gene_6454",5,7,7,0,2,1
"Gene_6455",30,20,18,25,45,29
"Gene_6456",559,485,521,456,738,800
"Gene_6457",72,75,63,106,107,92
"Gene_6458",669,734,615,1292,1126,2973
"Gene_6459",20,48,78,38,7,20
"Gene_6460",98,122,72,94,132,154
"Gene_6461",55,50,128,51,36,72
"Gene_6462",4,3,16,4,5,11
"Gene_6463",238,229,159,176,275,230
"Gene_6464",131,116,122,109,158,204
"Gene_6465",304,319,239,254,421,563
"Gene_6466",59,35,35,45,55,86
"Gene_6467",24,39,25,33,29,22
"Gene_6468",190,183,163,189,324,232
"Gene_6469",359,397,155,363,628,573
"Gene_6470",16,9,10,19,29,17
"Gene_6471",101,96,111,105,91,80
"Gene_6472",3,0,5,5,2,11
"Gene_6473",0,0,0,1,0,1
"Gene_6474",144,138,115,94,242,223
"Gene_6475",6,0,11,1,2,4
"Gene_6476",63,72,161,101,139,110
"Gene_6477",1,1,4,1,0,0
"Gene_6478",0,1,3,0,5,5
"Gene_6479",1,6,0,1,1,1
"Gene_6480",30,43,90,37,35,39
"Gene_6481",8,6,14,7,6,18
"Gene_6482",1,0,1,0,1,1
"Gene_6483",1,0,1,0,2,1
"Gene_6484",134,123,175,135,167,196
"Gene_6485",0,1,0,0,0,1
"Gene_6486",666,641,1331,792,759,2087
"Gene_6487",99,67,113,90,159,178
"Gene_6488",22,28,38,21,57,46
"Gene_6489",123,111,96,130,162,110
"Gene_6490",29,25,107,16,31,29
"Gene_6491",6,6,8,5,19,25
"Gene_6492",12,5,17,12,11,22
"Gene_6493",607,591,673,454,919,925
"Gene_6494",155,150,218,110,191,157
"Gene_6495",106,71,125,67,188,58
"Gene_6496",0,5,2,4,7,1
"Gene_6497",23,15,15,10,19,22
"Gene_6498",68,46,48,30,54,29
"Gene_6499",1,6,8,6,6,0
"Gene_6500",14,16,18,12,7,8
"Gene_6501",2,0,0,0,0,2
"Gene_6502",41,32,69,22,61,38
"Gene_6503",118,68,92,48,82,79
"Gene_6504",10,11,17,6,15,17
"Gene_6505",13,19,34,24,25,15
"Gene_6506",1,3,5,0,4,3
"Gene_6507",172,145,152,125,181,131
"Gene_6508",16,18,31,32,23,17
"Gene_6509",14,8,12,27,23,17
"Gene_6510",179,134,91,35,231,35
"Gene_6511",0,1,0,1,1,1
"Gene_6512",1,0,0,0,0,0
"Gene_6513",50,49,39,32,58,57
"Gene_6514",0,0,0,0,2,0
"Gene_6515",60,86,68,113,113,97
"Gene_6516",124,126,133,54,194,143
"Gene_6517",21,32,18,21,31,20
"Gene_6518",26,41,33,26,49,36
"Gene_6519",8,9,4,4,1,10
"Gene_6520",501,474,673,243,640,700
"Gene_6521",0,1,0,0,0,0
"Gene_6522",16,8,16,8,29,14
"Gene_6523",61,63,63,61,63,81
"Gene_6524",49,38,82,12,45,58
"Gene_6525",9,9,10,24,13,7
"Gene_6526",10,5,14,7,14,8
"Gene_6527",128,108,133,103,148,133
"Gene_6528",424,354,214,345,473,444
"Gene_6529",68,65,55,87,86,67
"Gene_6530",25,46,80,139,48,201
"Gene_6531",45,60,58,80,78,66
"Gene_6532",7,6,14,7,7,6
"Gene_6533",76,90,154,101,117,98
"Gene_6534",75,58,102,50,96,96
"Gene_6535",328,326,328,262,374,422
"Gene_6536",21,23,31,27,34,22
"Gene_6537",44,35,71,44,53,72
"Gene_6538",31,23,35,21,30,43
"Gene_6539",0,0,0,1,1,0
"Gene_6540",91,116,83,105,102,99
"Gene_6541",498,503,540,635,701,895
"Gene_6542",0,1,0,2,2,2
"Gene_6543",34,29,28,16,41,38
"Gene_6544",13,22,22,22,43,28
"Gene_6545",2,0,1,0,0,2
"Gene_6546",12,6,12,2,13,6
"Gene_6547",0,1,1,4,0,0
"Gene_6548",4,0,7,0,4,1
"Gene_6549",0,1,1,0,0,1
"Gene_6550",4,14,9,9,16,10
"Gene_6551",31,26,39,26,41,35
"Gene_6552",169,194,129,68,272,109
"Gene_6553",1,6,5,2,3,4
"Gene_6554",3,6,5,6,0,16
"Gene_6555",102,199,175,278,214,213
"Gene_6556",1,1,6,0,0,0
"Gene_6557",0,0,0,0,0,2
"Gene_6558",13,17,22,19,40,14
"Gene_6559",143,191,186,112,184,237
"Gene_6560",126,142,196,202,183,211
"Gene_6561",205,166,172,83,233,157
"Gene_6562",6,8,19,8,8,9
"Gene_6563",516,427,365,321,610,526
"Gene_6564",0,0,0,0,0,1
"Gene_6565",0,0,1,0,0,0
"Gene_6566",96,71,50,58,97,67
"Gene_6567",19,11,15,23,24,12
"Gene_6568",105,87,111,100,122,92
"Gene_6569",2,0,0,1,1,1
"Gene_6570",0,1,0,1,0,2
"Gene_6571",439,315,354,304,510,584
"Gene_6572",0,0,0,0,0,1
"Gene_6573",4,3,27,3,3,0
"Gene_6574",21,18,15,12,34,30
"Gene_6575",271,239,150,164,224,128
"Gene_6576",113,84,70,64,118,91
"Gene_6577",49,59,33,23,59,43
"Gene_6578",1,3,6,1,2,0
"Gene_6579",4,1,0,0,1,2
"Gene_6580",166,137,86,74,173,126
"Gene_6581",0,0,1,1,0,0
"Gene_6582",3,4,5,3,3,8
"Gene_6583",1,1,2,3,4,3
"Gene_6584",39,40,55,34,48,32
"Gene_6585",12,19,22,14,9,14
"Gene_6586",30,28,196,92,26,51
"Gene_6587",38,35,47,46,46,31
"Gene_6588",1,4,1,1,3,1
"Gene_6589",32,25,39,28,51,43
"Gene_6590",5,2,7,1,4,3
"Gene_6591",120,85,247,133,140,136
"Gene_6592",1,1,3,2,0,2
"Gene_6593",23,19,43,51,31,16
"Gene_6594",5,3,5,1,4,2
"Gene_6595",45,52,45,85,60,70
"Gene_6596",6,7,7,8,5,8
"Gene_6597",12,7,12,10,11,3
"Gene_6598",209,210,318,122,183,201
"Gene_6599",48,30,34,13,56,31
"Gene_6600",27,29,20,18,20,20
"Gene_6601",132,124,122,203,170,211
"Gene_6602",2,0,0,0,0,0
"Gene_6603",15,6,11,16,14,9
"Gene_6604",57,29,32,22,56,52
"Gene_6605",76,53,45,45,91,60
"Gene_6606",17,12,18,6,14,14
"Gene_6607",49,21,40,21,56,56
"Gene_6608",3,0,0,0,0,0
